user_id,product_id,interaction_type,rating,timestamp
USER0531,PROD0162,cart,3.0,2025-08-12 18:53:32
USER0450,PROD0365,view,,2025-03-11 18:53:32
USER0586,PROD0108,view,3.0,2025-05-09 18:53:32
USER0977,PROD0010,view,,2025-03-18 18:53:32
USER0124,PROD0243,cart,4.0,2025-12-15 18:53:32
USER0671,PROD0490,view,,2025-08-23 18:53:32
USER0829,PROD0058,purchase,,2026-01-14 18:53:32
USER0547,PROD0497,purchase,5.0,2025-10-16 18:53:32
USER0716,PROD0474,view,4.0,2025-10-31 18:53:32
USER0035,PROD0425,view,,2025-07-01 18:53:32
USER0011,PROD0442,cart,,2025-09-30 18:53:32
USER0299,PROD0487,view,5.0,2025-04-18 18:53:32
USER0322,PROD0415,cart,,2025-03-05 18:53:32
USER0252,PROD0073,purchase,,2025-10-07 18:53:32
USER0771,PROD0398,cart,3.0,2025-06-15 18:53:32
USER0948,PROD0214,purchase,,2025-06-29 18:53:32
USER0181,PROD0243,cart,5.0,2025-03-30 18:53:32
USER0912,PROD0121,cart,,2025-04-26 18:53:32
USER0977,PROD0129,purchase,,2026-01-12 18:53:32
USER0629,PROD0262,view,,2025-06-11 18:53:32
USER0045,PROD0225,cart,,2025-02-19 18:53:32
USER0997,PROD0348,cart,5.0,2025-02-06 18:53:32
USER0740,PROD0104,view,3.0,2025-08-10 18:53:32
USER0204,PROD0004,cart,5.0,2025-03-13 18:53:32
USER0260,PROD0165,cart,4.0,2025-05-05 18:53:32
USER0741,PROD0012,cart,,2025-04-21 18:53:32
USER0025,PROD0372,view,4.0,2025-08-12 18:53:32
USER0655,PROD0332,view,,2025-12-12 18:53:32
USER0467,PROD0321,cart,,2025-10-28 18:53:32
USER0737,PROD0087,cart,4.0,2025-12-24 18:53:32
USER0308,PROD0499,cart,,2025-08-24 18:53:32
USER0496,PROD0218,cart,,2025-07-26 18:53:32
USER0694,PROD0452,view,3.0,2025-02-28 18:53:32
USER0913,PROD0149,view,5.0,2025-05-01 18:53:32
USER0306,PROD0321,purchase,,2025-07-30 18:53:32
USER0607,PROD0254,cart,,2025-10-30 18:53:32
USER0865,PROD0174,cart,5.0,2025-04-10 18:53:32
USER0410,PROD0304,view,,2025-07-20 18:53:32
USER0121,PROD0075,view,,2025-01-16 18:53:32
USER0820,PROD0278,purchase,5.0,2025-08-08 18:53:32
USER0149,PROD0052,view,3.0,2025-09-10 18:53:32
USER0474,PROD0046,view,,2025-05-01 18:53:32
USER0375,PROD0402,cart,4.0,2026-01-12 18:53:32
USER0627,PROD0188,cart,5.0,2026-01-14 18:53:32
USER0601,PROD0088,cart,,2025-03-26 18:53:32
USER0175,PROD0244,view,5.0,2025-03-22 18:53:32
USER0177,PROD0292,view,,2025-07-25 18:53:32
USER0831,PROD0351,purchase,,2025-11-07 18:53:32
USER0570,PROD0423,cart,,2025-01-15 18:53:32
USER0116,PROD0353,cart,,2025-11-20 18:53:32
USER0426,PROD0060,purchase,4.0,2025-09-18 18:53:32
USER0726,PROD0268,view,3.0,2025-11-28 18:53:32
USER0115,PROD0497,cart,,2025-01-31 18:53:32
USER0955,PROD0351,view,,2025-10-06 18:53:32
USER0036,PROD0409,view,5.0,2025-08-20 18:53:32
USER0661,PROD0372,cart,4.0,2025-09-13 18:53:32
USER0568,PROD0479,view,,2025-05-05 18:53:32
USER0971,PROD0474,view,3.0,2025-03-10 18:53:32
USER0735,PROD0397,view,5.0,2025-04-11 18:53:32
USER0907,PROD0105,cart,5.0,2025-09-30 18:53:32
USER0219,PROD0018,cart,,2025-04-19 18:53:32
USER0835,PROD0207,cart,3.0,2025-03-05 18:53:32
USER0652,PROD0375,cart,,2025-08-28 18:53:32
USER0254,PROD0184,view,4.0,2025-08-20 18:53:32
USER0415,PROD0365,view,,2025-09-27 18:53:32
USER0944,PROD0423,view,,2025-04-26 18:53:32
USER0943,PROD0221,view,4.0,2025-03-06 18:53:32
USER0382,PROD0057,view,5.0,2025-06-20 18:53:32
USER0277,PROD0147,cart,,2025-07-06 18:53:32
USER0518,PROD0322,view,3.0,2025-07-21 18:53:32
USER0972,PROD0148,view,,2025-08-03 18:53:32
USER0094,PROD0050,view,,2025-10-17 18:53:32
USER0029,PROD0162,cart,3.0,2025-04-30 18:53:32
USER0129,PROD0007,view,,2025-03-27 18:53:32
USER0859,PROD0191,view,,2025-07-15 18:53:32
USER0767,PROD0105,view,,2025-02-13 18:53:32
USER0954,PROD0104,view,,2025-09-29 18:53:32
USER0353,PROD0306,cart,4.0,2025-02-27 18:53:32
USER0879,PROD0258,view,3.0,2025-01-29 18:53:32
USER0750,PROD0103,cart,,2025-07-04 18:53:32
USER0553,PROD0371,view,,2025-01-19 18:53:32
USER0027,PROD0240,cart,5.0,2025-12-11 18:53:32
USER0003,PROD0001,view,,2025-06-15 18:53:32
USER0307,PROD0347,cart,5.0,2025-04-12 18:53:32
USER0481,PROD0124,view,5.0,2025-11-30 18:53:32
USER0023,PROD0245,view,5.0,2025-08-27 18:53:32
USER0710,PROD0085,cart,,2025-08-28 18:53:32
USER0702,PROD0499,view,5.0,2025-02-10 18:53:32
USER0701,PROD0199,cart,5.0,2025-01-19 18:53:32
USER0689,PROD0243,purchase,,2025-01-19 18:53:32
USER0295,PROD0440,cart,,2025-09-17 18:53:32
USER0385,PROD0196,view,,2025-12-01 18:53:32
USER0317,PROD0335,cart,,2025-10-29 18:53:32
USER0322,PROD0170,view,,2025-10-05 18:53:32
USER0277,PROD0398,view,,2025-02-13 18:53:32
USER0611,PROD0176,view,,2025-04-22 18:53:32
USER0103,PROD0416,view,,2025-05-25 18:53:32
USER0917,PROD0145,purchase,3.0,2025-10-06 18:53:32
USER0960,PROD0094,view,,2025-08-29 18:53:32
USER0755,PROD0318,view,,2025-06-13 18:53:32
USER0986,PROD0239,cart,,2025-04-02 18:53:32
USER0291,PROD0148,view,3.0,2025-04-12 18:53:32
USER0800,PROD0368,view,,2025-06-13 18:53:32
USER0462,PROD0013,purchase,,2025-11-30 18:53:32
USER0043,PROD0090,view,5.0,2025-01-16 18:53:32
USER0616,PROD0103,purchase,3.0,2025-03-28 18:53:32
USER0371,PROD0442,view,3.0,2025-11-15 18:53:32
USER0612,PROD0148,cart,,2025-01-22 18:53:32
USER0651,PROD0252,view,,2025-09-03 18:53:32
USER0343,PROD0241,purchase,,2025-02-18 18:53:32
USER0386,PROD0269,view,,2025-09-07 18:53:32
USER0807,PROD0359,cart,,2025-11-04 18:53:32
USER0509,PROD0041,cart,,2025-07-16 18:53:32
USER0403,PROD0248,purchase,,2025-08-08 18:53:32
USER0311,PROD0042,cart,3.0,2025-03-14 18:53:32
USER0822,PROD0010,view,3.0,2025-07-25 18:53:32
USER0957,PROD0201,cart,4.0,2025-04-18 18:53:32
USER0142,PROD0469,view,4.0,2025-04-04 18:53:32
USER0060,PROD0043,cart,3.0,2025-10-11 18:53:32
USER0751,PROD0264,view,5.0,2025-08-08 18:53:32
USER0641,PROD0071,view,5.0,2025-07-20 18:53:32
USER0906,PROD0016,view,,2025-10-19 18:53:32
USER0830,PROD0245,cart,5.0,2025-04-13 18:53:32
USER0790,PROD0267,cart,,2025-08-27 18:53:32
USER0786,PROD0074,view,,2025-04-07 18:53:32
USER0502,PROD0474,cart,4.0,2025-08-28 18:53:32
USER0733,PROD0349,cart,5.0,2025-04-15 18:53:32
USER0946,PROD0175,purchase,5.0,2025-04-21 18:53:32
USER0227,PROD0419,view,4.0,2025-08-17 18:53:32
USER0627,PROD0486,view,,2025-10-11 18:53:32
USER0235,PROD0228,cart,,2025-09-30 18:53:32
USER0190,PROD0054,view,5.0,2025-02-22 18:53:32
USER0157,PROD0403,cart,,2025-03-24 18:53:32
USER0070,PROD0302,purchase,,2025-10-04 18:53:32
USER0870,PROD0125,view,5.0,2025-10-15 18:53:32
USER0774,PROD0127,cart,4.0,2025-07-02 18:53:32
USER0110,PROD0443,cart,,2025-10-18 18:53:32
USER0715,PROD0172,view,5.0,2025-08-04 18:53:32
USER0843,PROD0040,view,,2025-06-06 18:53:32
USER0668,PROD0159,view,5.0,2025-12-01 18:53:32
USER0258,PROD0303,view,,2025-11-16 18:53:32
USER0487,PROD0470,view,,2025-06-13 18:53:32
USER0450,PROD0151,view,5.0,2025-02-24 18:53:32
USER0016,PROD0381,view,5.0,2025-08-06 18:53:32
USER0233,PROD0358,cart,,2025-05-29 18:53:32
USER0060,PROD0437,purchase,,2025-10-19 18:53:32
USER0311,PROD0251,cart,4.0,2025-08-09 18:53:32
USER0698,PROD0071,view,,2025-01-31 18:53:32
USER0613,PROD0020,purchase,,2025-06-24 18:53:32
USER0998,PROD0196,view,,2025-05-18 18:53:32
USER0499,PROD0020,view,3.0,2025-06-29 18:53:32
USER0742,PROD0020,view,,2025-12-16 18:53:32
USER0518,PROD0076,view,,2025-09-18 18:53:32
USER0302,PROD0347,view,4.0,2026-01-07 18:53:32
USER0686,PROD0405,view,,2025-07-01 18:53:32
USER0910,PROD0200,view,,2025-07-03 18:53:32
USER0975,PROD0271,view,,2025-05-30 18:53:32
USER0639,PROD0029,view,,2025-06-13 18:53:32
USER0111,PROD0492,view,5.0,2025-01-27 18:53:32
USER0409,PROD0352,purchase,,2025-10-05 18:53:32
USER0922,PROD0398,view,5.0,2025-06-05 18:53:32
USER0485,PROD0149,view,,2025-06-10 18:53:32
USER0315,PROD0471,view,,2025-04-02 18:53:32
USER0747,PROD0491,cart,3.0,2025-02-26 18:53:32
USER0679,PROD0433,view,3.0,2025-10-18 18:53:32
USER0361,PROD0339,view,,2026-01-14 18:53:32
USER0666,PROD0380,cart,,2025-03-16 18:53:32
USER0868,PROD0358,view,,2025-09-29 18:53:32
USER0846,PROD0351,view,3.0,2025-09-23 18:53:32
USER0324,PROD0376,cart,3.0,2025-09-06 18:53:32
USER0829,PROD0323,view,,2025-02-10 18:53:32
USER0145,PROD0454,cart,,2025-09-30 18:53:32
USER0755,PROD0300,view,3.0,2025-11-22 18:53:32
USER0844,PROD0042,view,,2025-05-18 18:53:32
USER0129,PROD0482,purchase,5.0,2025-05-09 18:53:32
USER0090,PROD0184,view,5.0,2025-07-23 18:53:32
USER0184,PROD0064,cart,,2025-06-20 18:53:32
USER0884,PROD0193,cart,4.0,2025-12-09 18:53:32
USER0426,PROD0153,view,,2025-06-21 18:53:32
USER0233,PROD0137,purchase,,2026-01-11 18:53:32
USER0265,PROD0452,cart,5.0,2025-04-07 18:53:32
USER0870,PROD0170,purchase,,2025-11-14 18:53:32
USER0559,PROD0201,view,,2025-01-22 18:53:32
USER0914,PROD0126,view,,2025-04-20 18:53:32
USER0940,PROD0431,purchase,,2025-04-13 18:53:32
USER0282,PROD0213,view,,2025-07-10 18:53:32
USER0734,PROD0438,purchase,3.0,2025-02-18 18:53:32
USER0702,PROD0077,view,,2025-10-11 18:53:32
USER0008,PROD0093,view,,2025-03-31 18:53:32
USER0960,PROD0480,cart,,2025-04-18 18:53:32
USER0151,PROD0312,view,5.0,2025-09-27 18:53:32
USER0287,PROD0372,view,5.0,2026-01-09 18:53:32
USER0877,PROD0057,view,4.0,2025-12-23 18:53:32
USER0572,PROD0429,view,,2025-07-03 18:53:32
USER0548,PROD0340,view,,2025-08-07 18:53:32
USER0672,PROD0375,purchase,,2025-11-13 18:53:32
USER0685,PROD0400,cart,4.0,2026-01-07 18:53:32
USER0085,PROD0451,cart,,2025-06-09 18:53:32
USER0344,PROD0088,cart,5.0,2025-03-13 18:53:32
USER0079,PROD0043,view,,2025-01-25 18:53:32
USER0031,PROD0105,cart,,2025-12-10 18:53:32
USER0547,PROD0468,cart,3.0,2025-01-26 18:53:32
USER0108,PROD0206,view,5.0,2025-05-30 18:53:32
USER0090,PROD0134,purchase,4.0,2025-04-08 18:53:32
USER0978,PROD0379,cart,,2025-09-16 18:53:32
USER0674,PROD0246,view,,2025-08-19 18:53:32
USER0755,PROD0046,purchase,3.0,2025-11-13 18:53:32
USER0676,PROD0107,purchase,,2025-05-11 18:53:32
USER0569,PROD0482,view,,2025-06-09 18:53:32
USER0441,PROD0392,cart,5.0,2026-01-06 18:53:32
USER0197,PROD0452,view,4.0,2025-04-03 18:53:32
USER0685,PROD0123,view,3.0,2025-07-07 18:53:32
USER0492,PROD0362,view,,2025-05-16 18:53:32
USER0970,PROD0347,view,,2025-04-27 18:53:32
USER0831,PROD0477,cart,,2025-04-12 18:53:32
USER0306,PROD0247,view,5.0,2025-05-09 18:53:32
USER0854,PROD0455,view,,2025-02-18 18:53:32
USER0636,PROD0269,purchase,,2025-09-10 18:53:32
USER0794,PROD0182,purchase,4.0,2025-12-21 18:53:32
USER0004,PROD0331,cart,,2025-12-12 18:53:32
USER0857,PROD0413,view,,2025-02-24 18:53:32
USER0463,PROD0270,view,3.0,2025-06-16 18:53:32
USER0948,PROD0466,view,,2025-07-29 18:53:32
USER0346,PROD0101,cart,5.0,2025-10-08 18:53:32
USER0055,PROD0471,view,4.0,2025-05-13 18:53:32
USER0848,PROD0423,purchase,4.0,2025-08-18 18:53:32
USER0210,PROD0065,view,,2025-05-09 18:53:32
USER0991,PROD0179,purchase,3.0,2025-07-20 18:53:32
USER0209,PROD0216,view,,2025-06-17 18:53:32
USER0922,PROD0432,cart,4.0,2025-02-03 18:53:32
USER0361,PROD0203,purchase,5.0,2025-10-06 18:53:32
USER0252,PROD0234,view,4.0,2025-05-26 18:53:32
USER0749,PROD0119,view,3.0,2025-05-31 18:53:32
USER0489,PROD0390,cart,3.0,2025-08-03 18:53:32
USER0566,PROD0053,purchase,3.0,2025-04-26 18:53:32
USER0320,PROD0476,view,,2025-11-11 18:53:32
USER0765,PROD0165,cart,,2025-09-27 18:53:32
USER0516,PROD0254,view,4.0,2026-01-10 18:53:32
USER0481,PROD0421,view,,2025-10-16 18:53:32
USER0382,PROD0493,view,,2025-08-13 18:53:32
USER0884,PROD0342,view,3.0,2025-12-14 18:53:32
USER0409,PROD0045,cart,,2025-06-13 18:53:32
USER0257,PROD0072,cart,5.0,2025-04-13 18:53:32
USER0276,PROD0367,view,,2025-04-19 18:53:32
USER0514,PROD0217,cart,,2025-09-13 18:53:32
USER0550,PROD0443,cart,4.0,2025-06-28 18:53:32
USER0197,PROD0445,purchase,,2025-01-29 18:53:32
USER0848,PROD0377,view,,2025-02-21 18:53:32
USER0081,PROD0497,purchase,5.0,2025-09-04 18:53:32
USER0885,PROD0341,view,5.0,2025-02-27 18:53:32
USER0007,PROD0464,cart,3.0,2025-09-21 18:53:32
USER0074,PROD0016,view,,2025-03-23 18:53:32
USER0272,PROD0224,purchase,4.0,2025-02-12 18:53:32
USER0210,PROD0083,purchase,,2025-10-17 18:53:32
USER0830,PROD0222,view,,2025-10-19 18:53:32
USER0477,PROD0316,view,5.0,2025-06-23 18:53:32
USER0251,PROD0406,view,,2025-05-31 18:53:32
USER0075,PROD0089,cart,5.0,2025-08-21 18:53:32
USER0597,PROD0043,view,,2025-03-01 18:53:32
USER0771,PROD0464,cart,4.0,2025-12-18 18:53:32
USER0542,PROD0003,purchase,,2025-06-19 18:53:32
USER0828,PROD0008,view,4.0,2025-05-11 18:53:32
USER0758,PROD0061,view,,2025-07-03 18:53:32
USER0985,PROD0005,view,,2025-07-20 18:53:32
USER0522,PROD0196,view,5.0,2025-10-07 18:53:32
USER0434,PROD0385,view,,2025-07-03 18:53:32
USER0456,PROD0110,view,,2026-01-04 18:53:32
USER0790,PROD0008,view,,2025-07-09 18:53:32
USER0783,PROD0180,view,,2025-11-10 18:53:32
USER0424,PROD0352,cart,,2025-02-07 18:53:32
USER0345,PROD0143,view,,2025-03-15 18:53:32
USER0410,PROD0366,cart,,2026-01-04 18:53:32
USER0879,PROD0091,cart,4.0,2025-10-03 18:53:32
USER0584,PROD0086,cart,,2025-11-03 18:53:32
USER0606,PROD0037,view,,2025-11-16 18:53:32
USER0886,PROD0189,cart,5.0,2025-02-18 18:53:32
USER0486,PROD0391,view,4.0,2025-06-25 18:53:32
USER0923,PROD0369,view,,2025-11-11 18:53:32
USER0513,PROD0098,cart,,2025-03-15 18:53:32
USER0893,PROD0363,cart,,2025-10-10 18:53:32
USER0335,PROD0203,purchase,4.0,2025-03-18 18:53:32
USER0127,PROD0314,view,3.0,2025-12-12 18:53:32
USER0868,PROD0190,view,,2025-11-03 18:53:32
USER0349,PROD0352,purchase,,2025-11-29 18:53:32
USER0260,PROD0075,view,,2025-03-15 18:53:32
USER0005,PROD0383,purchase,4.0,2025-04-19 18:53:32
USER0990,PROD0274,cart,4.0,2025-10-07 18:53:32
USER0806,PROD0014,view,4.0,2025-05-27 18:53:32
USER0181,PROD0363,view,5.0,2025-02-03 18:53:32
USER0430,PROD0320,cart,,2025-08-07 18:53:32
USER0119,PROD0256,view,3.0,2025-02-12 18:53:32
USER0142,PROD0013,cart,,2025-08-31 18:53:32
USER0163,PROD0234,view,,2025-11-17 18:53:32
USER0926,PROD0292,view,,2025-06-05 18:53:32
USER0979,PROD0399,view,,2025-04-05 18:53:32
USER0655,PROD0320,purchase,4.0,2025-06-29 18:53:32
USER0620,PROD0176,view,,2025-03-26 18:53:32
USER0628,PROD0073,cart,3.0,2025-07-19 18:53:32
USER0130,PROD0208,view,,2025-10-17 18:53:32
USER0073,PROD0454,view,4.0,2025-12-23 18:53:32
USER0667,PROD0245,view,4.0,2025-07-06 18:53:32
USER0551,PROD0020,view,5.0,2025-09-13 18:53:32
USER0672,PROD0428,cart,3.0,2025-04-16 18:53:32
USER0870,PROD0091,purchase,3.0,2025-06-30 18:53:32
USER0271,PROD0105,view,,2025-02-27 18:53:32
USER0797,PROD0148,view,,2025-02-11 18:53:32
USER0192,PROD0401,view,,2025-07-29 18:53:32
USER0940,PROD0424,cart,,2025-06-16 18:53:32
USER0483,PROD0270,cart,,2025-07-20 18:53:32
USER0440,PROD0228,purchase,5.0,2025-08-13 18:53:32
USER0974,PROD0241,view,,2025-12-30 18:53:32
USER0528,PROD0186,cart,,2025-12-17 18:53:32
USER0637,PROD0495,view,,2025-06-19 18:53:32
USER0425,PROD0230,cart,,2025-03-13 18:53:32
USER0863,PROD0458,purchase,3.0,2025-06-09 18:53:32
USER0607,PROD0431,purchase,5.0,2025-03-28 18:53:32
USER0108,PROD0189,view,,2025-12-25 18:53:32
USER0470,PROD0052,view,,2026-01-01 18:53:32
USER0421,PROD0141,view,4.0,2025-03-12 18:53:32
USER0415,PROD0426,view,,2025-06-09 18:53:32
USER0159,PROD0039,view,,2025-02-23 18:53:32
USER0280,PROD0169,view,,2025-12-15 18:53:32
USER0822,PROD0139,cart,,2025-07-27 18:53:32
USER0016,PROD0121,purchase,,2025-09-13 18:53:32
USER0306,PROD0132,view,,2025-06-03 18:53:32
USER0879,PROD0145,cart,5.0,2025-06-10 18:53:32
USER0497,PROD0079,view,,2025-10-24 18:53:32
USER0256,PROD0213,cart,,2025-03-13 18:53:32
USER0563,PROD0366,cart,,2025-05-18 18:53:32
USER0241,PROD0365,view,,2025-03-10 18:53:32
USER0648,PROD0276,cart,,2025-04-24 18:53:32
USER0300,PROD0387,view,,2025-07-09 18:53:32
USER0610,PROD0238,purchase,,2025-11-26 18:53:32
USER0282,PROD0341,purchase,,2025-03-13 18:53:32
USER0375,PROD0079,cart,4.0,2025-10-25 18:53:32
USER0625,PROD0237,cart,4.0,2025-03-20 18:53:32
USER0275,PROD0053,cart,3.0,2025-07-31 18:53:32
USER0124,PROD0413,view,,2025-09-24 18:53:32
USER0371,PROD0156,view,3.0,2025-07-14 18:53:32
USER0896,PROD0223,view,,2025-05-11 18:53:32
USER0929,PROD0284,cart,,2025-05-18 18:53:32
USER0517,PROD0017,view,,2025-05-10 18:53:32
USER0501,PROD0139,purchase,5.0,2025-04-03 18:53:32
USER0786,PROD0286,cart,5.0,2025-12-16 18:53:32
USER0825,PROD0042,view,5.0,2025-12-15 18:53:32
USER0996,PROD0233,purchase,,2025-07-09 18:53:32
USER0949,PROD0303,view,5.0,2025-05-30 18:53:32
USER0596,PROD0014,cart,,2025-07-31 18:53:32
USER0774,PROD0015,cart,,2025-06-05 18:53:32
USER0530,PROD0012,purchase,4.0,2025-10-21 18:53:32
USER0106,PROD0095,purchase,,2025-03-31 18:53:32
USER0197,PROD0229,cart,,2025-06-10 18:53:32
USER0286,PROD0470,cart,4.0,2025-11-25 18:53:32
USER0252,PROD0360,view,,2025-06-16 18:53:32
USER0695,PROD0225,purchase,3.0,2025-07-10 18:53:32
USER0540,PROD0360,view,,2025-12-09 18:53:32
USER0131,PROD0466,view,3.0,2025-12-20 18:53:32
USER0654,PROD0412,purchase,,2026-01-11 18:53:32
USER0294,PROD0362,purchase,,2025-01-15 18:53:32
USER0998,PROD0409,purchase,,2025-07-03 18:53:32
USER0008,PROD0034,view,,2025-01-25 18:53:32
USER0566,PROD0446,view,3.0,2025-11-10 18:53:32
USER0244,PROD0159,view,5.0,2025-02-16 18:53:32
USER0151,PROD0343,cart,4.0,2025-09-29 18:53:32
USER0860,PROD0411,cart,4.0,2025-04-24 18:53:32
USER0678,PROD0280,purchase,,2025-09-22 18:53:32
USER0467,PROD0063,cart,4.0,2025-11-22 18:53:32
USER0459,PROD0096,view,3.0,2025-12-09 18:53:32
USER0914,PROD0082,view,4.0,2025-03-13 18:53:32
USER0185,PROD0295,cart,,2025-01-23 18:53:32
USER0762,PROD0350,cart,3.0,2025-11-05 18:53:32
USER0517,PROD0476,purchase,5.0,2025-03-22 18:53:32
USER0327,PROD0235,purchase,3.0,2025-09-07 18:53:32
USER0775,PROD0151,purchase,,2025-10-08 18:53:32
USER0120,PROD0381,cart,,2025-01-18 18:53:32
USER0116,PROD0375,purchase,4.0,2025-07-07 18:53:32
USER0417,PROD0179,view,,2025-06-22 18:53:32
USER0072,PROD0430,cart,,2025-04-18 18:53:32
USER0427,PROD0044,cart,5.0,2025-07-04 18:53:32
USER0071,PROD0369,view,5.0,2025-12-22 18:53:32
USER0733,PROD0464,view,3.0,2025-04-26 18:53:32
USER0874,PROD0252,purchase,4.0,2025-11-25 18:53:32
USER0845,PROD0264,view,,2025-02-14 18:53:32
USER0384,PROD0002,view,,2025-05-17 18:53:32
USER0340,PROD0404,cart,,2025-07-20 18:53:32
USER0313,PROD0048,view,,2025-11-21 18:53:32
USER0629,PROD0190,view,,2025-02-03 18:53:32
USER0007,PROD0391,view,,2025-09-13 18:53:32
USER0448,PROD0335,view,,2025-09-24 18:53:32
USER0003,PROD0205,view,5.0,2025-04-23 18:53:32
USER0835,PROD0468,view,,2025-04-13 18:53:32
USER0269,PROD0215,purchase,3.0,2025-06-12 18:53:32
USER0490,PROD0063,view,5.0,2025-11-25 18:53:32
USER0087,PROD0318,purchase,5.0,2025-09-28 18:53:32
USER0007,PROD0030,cart,,2025-11-28 18:53:32
USER0207,PROD0115,purchase,3.0,2025-04-25 18:53:32
USER0766,PROD0200,view,,2025-04-07 18:53:32
USER0059,PROD0469,purchase,,2025-12-28 18:53:32
USER0235,PROD0152,cart,4.0,2025-06-18 18:53:32
USER0371,PROD0268,purchase,,2025-09-20 18:53:32
USER0021,PROD0166,cart,,2025-08-29 18:53:32
USER0257,PROD0048,cart,3.0,2025-09-07 18:53:32
USER0721,PROD0363,view,,2025-12-22 18:53:32
USER0058,PROD0221,view,,2025-06-12 18:53:32
USER0659,PROD0117,cart,4.0,2025-02-25 18:53:32
USER0212,PROD0144,cart,5.0,2025-04-29 18:53:32
USER0423,PROD0456,cart,5.0,2025-10-25 18:53:32
USER0246,PROD0286,cart,3.0,2025-08-24 18:53:32
USER0893,PROD0069,view,,2025-08-09 18:53:32
USER0832,PROD0148,cart,5.0,2025-04-20 18:53:32
USER0858,PROD0447,purchase,,2025-08-16 18:53:32
USER0661,PROD0225,view,,2025-12-29 18:53:32
USER0801,PROD0447,cart,,2025-02-21 18:53:32
USER0369,PROD0173,view,,2025-10-14 18:53:32
USER0426,PROD0217,cart,,2025-07-25 18:53:32
USER0487,PROD0301,purchase,5.0,2025-08-02 18:53:32
USER0121,PROD0484,view,,2025-01-20 18:53:32
USER0981,PROD0192,cart,,2025-08-31 18:53:32
USER0396,PROD0190,view,,2025-07-07 18:53:32
USER0557,PROD0285,view,4.0,2025-03-12 18:53:32
USER0395,PROD0410,cart,3.0,2025-04-02 18:53:32
USER0607,PROD0484,purchase,,2025-03-18 18:53:32
USER0988,PROD0493,view,5.0,2026-01-08 18:53:32
USER0849,PROD0324,cart,,2025-01-30 18:53:32
USER0918,PROD0335,view,5.0,2025-09-17 18:53:32
USER0106,PROD0243,cart,,2025-12-09 18:53:32
USER0362,PROD0142,view,,2026-01-08 18:53:32
USER0419,PROD0034,cart,3.0,2025-12-09 18:53:32
USER0974,PROD0425,cart,,2025-11-21 18:53:32
USER0814,PROD0469,cart,5.0,2025-07-15 18:53:32
USER0390,PROD0459,cart,,2025-10-24 18:53:32
USER0502,PROD0362,purchase,3.0,2025-04-30 18:53:32
USER0047,PROD0098,view,3.0,2025-03-07 18:53:32
USER0384,PROD0126,purchase,,2025-12-16 18:53:32
USER0911,PROD0116,cart,5.0,2025-02-16 18:53:32
USER0693,PROD0071,purchase,,2025-05-27 18:53:32
USER0322,PROD0227,view,4.0,2025-03-19 18:53:32
USER0864,PROD0093,cart,4.0,2025-09-08 18:53:32
USER0974,PROD0128,view,,2025-12-06 18:53:32
USER0016,PROD0299,view,,2025-04-07 18:53:32
USER0312,PROD0027,view,5.0,2025-08-27 18:53:32
USER0250,PROD0386,cart,,2025-08-05 18:53:32
USER0370,PROD0369,purchase,,2025-10-13 18:53:32
USER0898,PROD0153,cart,,2025-06-11 18:53:32
USER0346,PROD0398,view,,2025-11-18 18:53:32
USER0271,PROD0020,purchase,4.0,2025-07-16 18:53:32
USER0311,PROD0346,cart,,2025-11-18 18:53:32
USER0298,PROD0352,view,4.0,2025-11-17 18:53:32
USER0342,PROD0164,view,,2025-04-18 18:53:32
USER0349,PROD0120,view,,2025-08-28 18:53:32
USER0600,PROD0243,view,,2025-02-10 18:53:32
USER0798,PROD0440,cart,,2025-12-11 18:53:32
USER0455,PROD0120,purchase,5.0,2025-06-09 18:53:32
USER0204,PROD0449,purchase,,2025-10-15 18:53:32
USER0307,PROD0159,cart,5.0,2025-12-29 18:53:32
USER0992,PROD0152,purchase,5.0,2025-03-26 18:53:32
USER0437,PROD0171,cart,3.0,2025-11-21 18:53:32
USER0900,PROD0390,cart,5.0,2025-03-22 18:53:32
USER0174,PROD0312,view,,2025-10-15 18:53:32
USER0764,PROD0456,purchase,3.0,2025-12-04 18:53:32
USER0075,PROD0449,view,5.0,2025-09-27 18:53:32
USER0180,PROD0485,view,4.0,2025-08-15 18:53:32
USER0149,PROD0153,cart,,2025-08-20 18:53:32
USER0475,PROD0028,view,5.0,2025-09-27 18:53:32
USER0720,PROD0164,purchase,,2025-06-03 18:53:32
USER0651,PROD0145,view,5.0,2025-09-09 18:53:32
USER0182,PROD0442,cart,,2025-11-23 18:53:32
USER0234,PROD0289,cart,,2025-07-11 18:53:32
USER0902,PROD0464,view,,2025-06-30 18:53:32
USER0965,PROD0156,cart,,2025-07-18 18:53:32
USER0094,PROD0397,cart,,2025-09-14 18:53:32
USER0197,PROD0257,cart,4.0,2025-07-06 18:53:32
USER0575,PROD0375,view,4.0,2025-11-12 18:53:32
USER0270,PROD0018,view,4.0,2025-07-25 18:53:32
USER0698,PROD0066,purchase,5.0,2025-09-01 18:53:32
USER0958,PROD0496,cart,,2025-12-16 18:53:32
USER0510,PROD0294,view,,2025-07-14 18:53:32
USER0240,PROD0200,purchase,,2025-11-19 18:53:32
USER0060,PROD0127,view,,2025-08-07 18:53:32
USER0050,PROD0412,cart,4.0,2025-03-03 18:53:32
USER0602,PROD0413,cart,,2025-11-17 18:53:32
